Waarde2;NaamWetenschappelijk1;NaamNederlands;Omschrijving1
Indigeniteit;Ranunculus ficaria L.;Speenkruid;inheems
Indigeniteit;Ranunculus flammula L.;Egelboterbloem;inheems
Indigeniteit;Ranunculus fluitans Lam.;Vlottende waterranonkel;inheems
Indigeniteit;Ranunculus hederaceus L.;Klimopwaterranonkel;inheems
Indigeniteit;Ranunculus lingua L.;Grote boterbloem;inheems
Indigeniteit;Ranunculus ololeucos Lloyd;Witte waterranonkel;inheems
Indigeniteit;Ranunculus peltatus Schrank;Grote waterranonkel;inheems
Indigeniteit;Ranunculus penicillatus (Dum.) Bab.;Penseelbladige waterranonkel;inheems
Indigeniteit;Ranunculus repens L.;Kruipende boterbloem;inheems
Indigeniteit;Ranunculus sardous Crantz;Behaarde boterbloem;inheems
Indigeniteit;Ranunculus sceleratus L.;Blaartrekkende boterbloem;inheems
Indigeniteit;Ranunculus serpens Schrank;Bosboterbloem en kalkboterbloem;inheems
Indigeniteit;Ranunculus trichophyllus Chaix;Kleine waterranonkel;inheems
Indigeniteit;Ranunculus tripartitus DC.;Driedelige waterranonkel;inheems
Indigeniteit;Raphanus raphanistrum L.;Knopherik;archeofyt
Indigeniteit;Rapistrum rugosum (L.) All.;Bolletjesraket;neofyt
Indigeniteit;Reseda lutea L.;Wilde reseda;archeofyt
Indigeniteit;Reseda luteola L.;Wouw;archeofyt
Indigeniteit;Rhamnus cathartica L.;Wegedoorn;inheems
Indigeniteit;Rhinanthus alectorolophus (Scop.) Pollich;Harige ratelaar;archeofyt
Indigeniteit;Rhinanthus angustifolius C.C. Gmel.;Grote ratelaar;archeofyt
Indigeniteit;Rhinanthus minor L.;Kleine ratelaar;archeofyt
Indigeniteit;Rhododendron ponticum L.;Pontische rododendron;neofyt
Indigeniteit;Rhynchospora alba (L.) Vahl;Witte snavelbies;inheems
Indigeniteit;Rhynchospora fusca (L.) Ait. f.;Bruine snavelbies;inheems
Indigeniteit;Ribes alpinum L.;Alpenbes;neofyt
Indigeniteit;Ribes nigrum L.;Zwarte bes;inheems
Indigeniteit;Ribes odoratum H.L. Wendl.;Gele ribes;neofyt
Indigeniteit;Ribes rubrum L.;Aalbes;inheems
Indigeniteit;Ribes sanguineum Pursh;Rode ribes;neofyt
Indigeniteit;Ribes uva-crispa L.;Kruisbes;inheems
Indigeniteit;Robinia pseudoacacia L.;Robinia;neofyt
Indigeniteit;Rorippa amphibia (L.) Besser;Gele waterkers;inheems
Indigeniteit;Rorippa austriaca (Crantz) Besser;Oostenrijkse kers;neofyt
Indigeniteit;Rorippa palustris (L.) Besser;Moeraskers;inheems
Indigeniteit;Rorippa sylvestris (L.) Besser;Akkerkers;inheems
Indigeniteit;Rosa agrestis Savi;Kraagroos;inheems
Indigeniteit;Rosa arvensis Huds.;Bosroos;inheems
Indigeniteit;Rosa caesia Smith;Behaarde struweelroos;inheems
Indigeniteit;Rosa canina L.;Hondsroos;inheems
Indigeniteit;Rosa columnifera (Schwertschlager) Henker et G. Schulze comb.nov.;Schijnegelantier;inheems
Indigeniteit;Rosa corymbifera Borkh.;;inheems
Indigeniteit;Rosa deseglisei Boreau;;inheems
Indigeniteit;Rosa dumalis Bechst.;Kale struweelroos;inheems
Indigeniteit;Rosa micrantha Borrer ex Smith;Kleinbloemige roos;inheems
Indigeniteit;Rosa multiflora Thunb. ex Murray;Veelbloemige roos;neofyt
Indigeniteit;Rosa pimpinellifolia L.;Duinroos;inheems
Indigeniteit;Rosa pseudoscabriuscula (R. Keller) Henker et G. Schulze;Ruwe viltroos;inheems
Indigeniteit;Rosa rubiginosa L.;Egelantier;inheems
Indigeniteit;Rosa rugosa Thunb.;Rimpelroos;neofyt
Indigeniteit;Rosa stylosa Desv.;Stijlroos;inheems
Indigeniteit;Rosa tomentella Léman;Beklierde heggenroos;inheems
Indigeniteit;Rosa tomentosa Smith;Viltroos;inheems
Indigeniteit;Rosa villosa L.;Bottelroos;neofyt
Indigeniteit;Rosa x subcanina (H. Christ) R. Keller;Schijnhondsroos;inheems
Indigeniteit;Rosmarinus officinalis L.;Rozemarijn;neofyt
Indigeniteit;Rubus caesius L.;Dauwbraam;inheems
Indigeniteit;Rubus fruticosus groep;Gewone braam (Rubus fruticosus groep);inheems
Indigeniteit;Rubus gratus Focke;;inheems
Indigeniteit;Rubus idaeus L.;Framboos;inheems
Indigeniteit;Rubus laciniatus Willd.;Peterseliebraam;neofyt
Indigeniteit;Rubus spectabilis Pursh;Prachtframboos;neofyt
Indigeniteit;Rudbeckia laciniata L.;Slipbladige rudbeckia;neofyt
Indigeniteit;Rumex acetosa L.;Veldzuring;inheems
Indigeniteit;Rumex acetosella L.;Schapenzuring;inheems
Indigeniteit;Rumex conglomeratus Murray;Kluwenzuring;inheems
Indigeniteit;Rumex crispus L.;Krulzuring;inheems
Indigeniteit;Rumex hydrolapathum Huds.;Waterzuring;inheems
Indigeniteit;Rumex maritimus L.;Goudzuring;inheems
Indigeniteit;Rumex obtusifolius L.;Ridderzuring;inheems
Indigeniteit;Rumex palustris Smith;Moeraszuring;inheems
Indigeniteit;Rumex patientia L.;Spinaziezuring;neofyt
Indigeniteit;Rumex sanguineus L.;Bloedzuring;inheems
Indigeniteit;Rumex scutatus L.;Spaanse zuring;neofyt
Indigeniteit;Rumex thyrsiflorus Fingerh.;Geoorde zuring;neofyt
Indigeniteit;Ruppia cirrhosa (Petagna) Grande;Spiraalruppia;inheems
Indigeniteit;Ruppia maritima L.;Snavelruppia;inheems
Indigeniteit;Ruscus aculeatus L.;Stekelige muizendoorn;archeofyt of neofyt
Indigeniteit;Ruta graveolens L.;Wijnruit;archeofyt of neofyt
Indigeniteit;Sagina apetala Ard.;Tengere vetmuur;archeofyt
Indigeniteit;Sagina apetala Ard. subsp. apetala;Tengere vetmuur (subsp. apetala);archeofyt
Indigeniteit;Sagina apetala Ard. subsp. erecta (Hornem.) F. Hermann;Tengere vetmuur (subsp. erecta);archeofyt
Indigeniteit;Sagina maritima G. Don;Zeevetmuur;inheems
Indigeniteit;Sagina nodosa (L.) Fenzl;Sierlijke vetmuur;inheems
Indigeniteit;Sagina procumbens L.;Liggende vetmuur;inheems
Indigeniteit;Sagittaria sagittifolia L.;Pijlkruid;inheems
Indigeniteit;Salicornia europaea groep;Kortarige en langarige zeekraal;inheems
Indigeniteit;Salicornia europaea L.;Kortarige zeekraal;inheems
Indigeniteit;Salicornia procumbens Smith;Langarige zeekraal;inheems
Indigeniteit;Salicornia pusilla J. Woods;Eenbloemige zeekraal;inheems
Indigeniteit;Salix alba L.;Schietwilg;inheems
Indigeniteit;Salix atrocinerea Brot.;Rossige wilg;inheems
Indigeniteit;Salix aurita L.;Geoorde wilg;inheems
Indigeniteit;Salix caprea L.;Boswilg;inheems
Indigeniteit;Salix cinerea L.;Grauwe wilg;inheems
Indigeniteit;Salix cinerea L. (incl. kruisingen);Grauwe wilg (inclusief kruisingen);inheems
Indigeniteit;Salix dasyclados Wimm.;Duitse dot;neofyt
Indigeniteit;Salix fragilis L.;Kraakwilg;inheems
Indigeniteit;Salix fragilis L. (incl. kruisingen);Kraakwilg (groep);inheems
Indigeniteit;Salix pentandra L.;Laurierwilg;neofyt
Indigeniteit;Salix purpurea L.;Bittere wilg;inheems
Indigeniteit;Salix repens L.;Kruipwilg;inheems
Indigeniteit;Salix triandra L.;Amandelwilg;inheems
Indigeniteit;Salix viminalis L.;Katwilg;inheems
Indigeniteit;Salix x mollissima Hoffm. ex Elwert;Amandelwilg x Katwilg;neofyt
Indigeniteit;Salsola kali L.;Loogkruid;inheems
Indigeniteit;Salsola kali L. subsp. kali;Stekend loogkruid;inheems
Indigeniteit;Salvia pratensis L.;Veldsalie;inheems
Indigeniteit;Salvia verticillata L.;Kranssalie;neofyt
Indigeniteit;Salvia viridis L.;Bonte salie;neofyt
Indigeniteit;Sambucus ebulus L.;Kruidvlier;inheems
Indigeniteit;Sambucus nigra L.;Gewone vlier;inheems
Indigeniteit;Sambucus racemosa L.;Trosvlier;inheems
Indigeniteit;Samolus valerandi L.;Waterpunge;inheems
Indigeniteit;Sanguisorba minor Scop.;Kleine pimpernel;inheems
Indigeniteit;Sanguisorba officinalis L.;Grote pimpernel;inheems
Indigeniteit;Sanicula europaea L.;Heelkruid;inheems
Indigeniteit;Saponaria officinalis L.;Zeepkruid;archeofyt
Indigeniteit;Sasa veitchii (Carrière) Rehder;;neofyt
Indigeniteit;Sauromatum venosum (Dryand. ex Aiton) Kunth;;neofyt
Indigeniteit;Saururus cernuus L.;;neofyt
Indigeniteit;Saxifraga granulata L.;Knolsteenbreek;inheems
Indigeniteit;Saxifraga tridactylites L.;Kandelaartje;inheems
Indigeniteit;Scabiosa columbaria L.;Duifkruid;inheems
Indigeniteit;Scabiosa ochroleuca L.;;neofyt
Indigeniteit;Scandix pecten-veneris L.;Naaldenkervel;archeofyt
Indigeniteit;Scheuchzeria palustris L.;Veenbloembies;inheems
Indigeniteit;Schoenus nigricans L.;Knopbies;inheems
Indigeniteit;Scirpus cespitosus L.;Veenbies;inheems
Indigeniteit;Scirpus cyperinus (L.) Kunth;Wollige bosbies;neofyt
Indigeniteit;Scirpus fluitans L.;Vlottende bies;inheems
Indigeniteit;Scirpus holoschoenus L.;Kogelbies;inheems
Indigeniteit;Scirpus lacustris L.;Mattenbies;inheems
Indigeniteit;Scirpus maritimus L.;Heen;inheems
Indigeniteit;Scirpus pungens Vahl;Stekende bies;inheems
Indigeniteit;Scirpus setaceus L.;Borstelbies;inheems
Indigeniteit;Scirpus sylvaticus L.;Bosbies;inheems
Indigeniteit;Scirpus tabernaemontani C.C. Gmel.;Ruwe bies;inheems
Indigeniteit;Scirpus triqueter L.;Driekantige bies;inheems
Indigeniteit;Scirpus x carinatus Smith;Mattenbies x Driekantige bies;inheems
Indigeniteit;Scleranthus annuus L.;Eenjarige hardbloem;inheems
Indigeniteit;Scleranthus perennis L.;Overblijvende hardbloem;inheems
Indigeniteit;Scorzonera humilis L.;Kleine schorseneer;inheems
Indigeniteit;Scrophularia auriculata L.;Geoord helmkruid;inheems
Indigeniteit;Scrophularia canina L.;Hondshelmkruid;neofyt
Indigeniteit;Scrophularia nodosa L.;Knopig helmkruid;inheems
Indigeniteit;Scrophularia umbrosa Dum.;Gevleugeld helmkruid;inheems
Indigeniteit;Scutellaria galericulata L.;Blauw glidkruid;inheems
Indigeniteit;Scutellaria minor Huds.;Klein glidkruid;inheems
Indigeniteit;Securigera varia (L.) Lassen;Bont kroonkruid;neofyt
Indigeniteit;Sedum acre L.;Muurpeper;inheems
Indigeniteit;Sedum album L.;Wit vetkruid;inheems
Indigeniteit;Sedum rupestre L.;Tripmadam;inheems
Indigeniteit;Sedum sarmentosum Bunge;Driebladvetkruid;neofyt
Indigeniteit;Sedum sexangulare L.;Zacht vetkruid;inheems
Indigeniteit;Sedum spurium Bieb.;Roze vetkruid;neofyt
Indigeniteit;Sedum telephium L.;Hemelsleutel;inheems
Indigeniteit;Selinum carvifolia (L.) L.;Karwijselie;inheems
Indigeniteit;Senecio aquaticus Hill;Waterkruiskruid;inheems
Indigeniteit;Senecio cineraria DC.;Cineraria;neofyt
Indigeniteit;Senecio congestus (R. Brown) DC.;Moerasandijvie;inheems
Indigeniteit;Senecio erucifolius L.;Viltig kruiskruid;inheems
Indigeniteit;Senecio helenitis (L.) Schinz et Thell.;Spatelkruiskruid;inheems
Indigeniteit;Senecio inaequidens DC.;Bezemkruiskruid;neofyt
Indigeniteit;Senecio jacobaea L.;Jakobskruiskruid;inheems
Indigeniteit;Senecio ovatus (P. Gaertn., B. Mey. et Scherb.) Willd.;Schaduwkruiskruid;inheems
Indigeniteit;Senecio paludosus L.;Moeraskruiskruid;inheems
Indigeniteit;Senecio sarracenicus L.;Rivierkruiskruid;inheems
Indigeniteit;Senecio squalidus L.;Glanzend kruiskruid;neofyt
Indigeniteit;Senecio sylvaticus L.;Boskruiskruid;inheems
Indigeniteit;Senecio viscosus L.;Kleverig kruiskruid;inheems
Indigeniteit;Senecio vulgaris L.;Klein kruiskruid;inheems
Indigeniteit;Serratula tinctoria L.;Zaagblad;inheems
Indigeniteit;Sesleria caerulea (L.) Ard.;Blauwgras;inheems
Indigeniteit;Setaria faberi W. Herrmann;Chinese naaldaar;neofyt
Indigeniteit;Setaria parviflora (Poiret) Kerguélen;;neofyt
Indigeniteit;Setaria pumila (Poiret) Roem. et Schult.;Geelrode naaldaar;archeofyt
Indigeniteit;Setaria verticillata (L.) Beauv.;Kransnaaldaar;neofyt
Indigeniteit;Setaria viridis (L.) Beauv.;Groene naaldaar;inheems
Indigeniteit;Sherardia arvensis L.;Blauw walstro;archeofyt
Indigeniteit;Silaum silaus (L.) Schinz et Thell.;Weidekervel;inheems
Indigeniteit;Silene conica L.;Kegelsilene;inheems
Indigeniteit;Silene dioica (L.) Clairv.;Dagkoekoeksbloem;inheems
Indigeniteit;Silene gallica L.;Franse silene;archeofyt
Indigeniteit;Silene latifolia Poiret subsp. alba (Mill.) Greuter et Burdet;Avondkoekoeksbloem;inheems
Indigeniteit;Silene noctiflora L.;Nachtkoekoeksbloem;inheems
Indigeniteit;Silene nutans L.;Nachtsilene;inheems
Indigeniteit;Silene vulgaris (Moench) Garcke;Blaassilene;inheems
Indigeniteit;Sinapis arvensis L.;Herik;archeofyt
Indigeniteit;Sison amomum L.;Steeneppe;inheems
Indigeniteit;Sisymbrium altissimum L.;Hongaarse raket;neofyt
Indigeniteit;Sisymbrium austriacum Jacq.;Maasraket;neofyt
Indigeniteit;Sisymbrium officinale (L.) Scop.;Gewone raket;archeofyt
Indigeniteit;Sisymbrium orientale L.;Oosterse raket;neofyt
Indigeniteit;Sium latifolium L.;Grote watereppe;inheems
Indigeniteit;Solanum dulcamara L.;Bitterzoet;inheems
Indigeniteit;Solanum lycopersicum L.;Tomaat;neofyt
Indigeniteit;Solanum nigrum L.;Zwarte nachtschade;archeofyt
Indigeniteit;Solanum physalifolium Rusby var. nitidibaccatum (Bitter) Edmonds;Glansbesnachtschade;neofyt
Indigeniteit;Solanum sarachoides Sendtn.;Kleverige nachtschade;neofyt
Indigeniteit;Solanum triflorum Nutt.;Driebloemige nachtschade;neofyt
Indigeniteit;Solidago canadensis L.;Canadese guldenroede;neofyt
Indigeniteit;Solidago gigantea Ait.;Late guldenroede;neofyt
Indigeniteit;Solidago virgaurea L.;Echte guldenroede;inheems
Indigeniteit;Sonchus arvensis L.;Akkermelkdistel;inheems
Indigeniteit;Sonchus asper (L.) Hill;Gekroesde melkdistel;inheems
Indigeniteit;Sonchus oleraceus L.;Gewone melkdistel;inheems
Indigeniteit;Sonchus palustris L.;Moerasmelkdistel;inheems
Indigeniteit;Sorbaria tomentosa (Lindl.) Rehd.;Harige sorbaria;neofyt
Indigeniteit;Sorbus aucuparia L.;Wilde lijsterbes;inheems
Indigeniteit;Sorghum halepense (L.) Pers.;Wilde sorgo;neofyt
Indigeniteit;Sparganium angustifolium Michaux;Drijvende egelskop;inheems
Indigeniteit;Sparganium emersum Rehm.;Kleine egelskop;inheems
Indigeniteit;Sparganium erectum L.;Grote egelskop;inheems
Indigeniteit;Sparganium natans L.;Kleinste egelskop;inheems
Indigeniteit;Spartina maritima (Curt.) Fernald;Klein slijkgras;inheems
Indigeniteit;Spartina townsendii H. et J. Groves;Engels slijkgras;neofyt
Indigeniteit;Spergula arvensis L.;Gewone spurrie;inheems
Indigeniteit;Spergula morisonii Boreau;Heidespurrie;inheems
Indigeniteit;Spergularia marina (L.) Besser;Zilte schijnspurrie;inheems
Indigeniteit;Spergularia media (L.) C. Presl subsp. angustata (Clavaud) Kerguélen et Lambinon;Gerande schijnspurrie;inheems
Indigeniteit;Spergularia rubra (L.) J. et C. Presl;Rode schijnspurrie;inheems
Indigeniteit;Spiraea douglasii Hook.;Douglaspluimspirea;neofyt
Indigeniteit;Spiraea tomentosa L.;Viltige pluimspirea;neofyt
Indigeniteit;Spiranthes aestivalis (Poiret) L.C.M. Rich.;Zomerschroeforchis;inheems
Indigeniteit;Spiranthes spiralis (L.) Chevall.;Herfstschroeforchis;inheems
Indigeniteit;Spirodela polyrhiza (L.) Schleid.;Veelwortelig kroos;inheems
Indigeniteit;Stachys alpina L.;Alpenandoorn;inheems
Indigeniteit;Stachys arvensis (L.) L.;Akkerandoorn;inheems
Indigeniteit;Stachys officinalis (L.) Trev.;Betonie;inheems
Indigeniteit;Stachys palustris L.;Moerasandoorn;inheems
Indigeniteit;Stachys sylvatica L.;Bosandoorn;inheems
Indigeniteit;Stellaria alsine Grimm;Moerasmuur;inheems
Indigeniteit;Stellaria graminea L.;Grasmuur;inheems
Indigeniteit;Stellaria holostea L.;Grote muur;inheems
Indigeniteit;Stellaria media (L.) Vill.;Vogelmuur + Heggenvogelmuur;inheems
Indigeniteit;Stellaria nemorum L.;Bosmuur;inheems
Indigeniteit;Stellaria pallida (Dum.) Piré;Duinvogelmuur;inheems
Indigeniteit;Stellaria palustris Retz.;Zeegroene muur;inheems
Indigeniteit;Stratiotes aloides L.;Krabbenscheer;inheems
Indigeniteit;Suaeda maritima (L.) Dum.;Klein schorrenkruid;inheems
Indigeniteit;Subularia aquatica L.;Priemkruid;inheems
Indigeniteit;Succisa pratensis Moench;Blauwe knoop;inheems
Indigeniteit;Symphoricarpos albus (L.) S.F. Blake;Sneeuwbes;neofyt
Indigeniteit;Symphytum × hidcotense P.D.Sell;Hidcote-smeerwortel;neofyt
Indigeniteit;Symphytum asperum Lepechin;Ruwe smeerwortel;neofyt
Indigeniteit;Symphytum caucasicum M.Bieb.;Kaukasische smeerwortel;neofyt
Indigeniteit;Symphytum officinale L.;Gewone smeerwortel;inheems
Indigeniteit;Syringa vulgaris L.;Sering;neofyt
Indigeniteit;Tamarix gallica L.;Franse tamarisk;neofyt
Indigeniteit;Tamus communis L.;Spekwortel;inheems
Indigeniteit;Tanacetum parthenium (L.) Schultz-Bip.;Moederkruid;neofyt
Indigeniteit;Tanacetum vulgare L.;Boerenwormkruid;inheems
Indigeniteit;Taraxacum;Paardenbloem (G);inheems
Indigeniteit;Taraxacum Wiggers sect. Erythrosperma (Lindb. f.) Dahlst.;Duinpaardenbloem;inheems
Indigeniteit;Taraxacum Wiggers sect. Palustria (Lindb. f.) Dahlst.;Moeraspaardenbloem;inheems
Indigeniteit;Taraxacum Wiggers sect. Spectabilia (Dahlst.) Dahlst.;Schraallandpaardenbloem;inheems
Indigeniteit;Taraxacum Wiggers sect. Subvulgaria Christians.;Paardenbloem;inheems
Indigeniteit;Taxus baccata L.;Taxus;archeofyt of neofyt
Indigeniteit;Teesdalia nudicaulis (L.) R. Brown;Klein tasjeskruid;inheems
Indigeniteit;Telekia speciosa (Schreb.) Baumg.;Groot koeienoog;neofyt
Indigeniteit;Teucrium scordium L.;Moerasgamander;inheems
Indigeniteit;Teucrium scorodonia L.;Valse salie;inheems
Indigeniteit;Thalictrum flavum L.;Poelruit;inheems
Indigeniteit;Thalictrum minus L.;Kleine ruit;inheems
Indigeniteit;Thelypteris palustris Schott;Moerasvaren;inheems
Indigeniteit;Thesium humifusum DC.;Liggend bergvlas;inheems
Indigeniteit;Thlaspi arvense L.;Witte krodde;inheems
Indigeniteit;Thlaspi caerulescens J. et C. Presl;Zinkboerenkers;neofyt
Indigeniteit;Thlaspi perfoliatum L.;Doorgroeide boerenkers;inheems
Indigeniteit;Thymus pulegioides L.;Grote tijm;inheems
Indigeniteit;Thymus serpyllum L.;Kleine tijm;inheems
Indigeniteit;Tilia cordata Mill.;Winterlinde;inheems
Indigeniteit;Tilia platyphyllos Scop. (incl. kruisingen);Zomerlinde (+ bastaarden);archeofyt of neofyt
Indigeniteit;Torilis arvensis (Huds.) Link;Akkerdoornzaad;inheems
Indigeniteit;Torilis japonica (Houtt.) DC.;Heggendoornzaad;inheems
Indigeniteit;Torilis nodosa (L.) Gaertn.;Knopig doornzaad;inheems
Indigeniteit;Tragopogon dubius Scop.;Bleke morgenster;neofyt
Indigeniteit;Tragopogon pratensis L.;Gele morgenster;inheems
Indigeniteit;Trientalis europaea L.;Zevenster;inheems
Indigeniteit;Trifolium arvense L.;Hazenpootje;inheems
Indigeniteit;Trifolium campestre Schreb.;Liggende klaver;inheems
Indigeniteit;Trifolium dubium Sibth.;Kleine klaver;inheems
Indigeniteit;Trifolium filiforme L.;Draadklaver;inheems
Indigeniteit;Trifolium fragiferum L.;Aardbeiklaver;inheems
Indigeniteit;Trifolium hybridum L.;Basterdklaver;neofyt
Indigeniteit;Trifolium medium L.;Bochtige klaver;inheems
Indigeniteit;Trifolium pratense L.;Rode klaver;inheems
Indigeniteit;Trifolium repens L.;Witte klaver;inheems
Indigeniteit;Trifolium scabrum L.;Ruwe klaver;inheems
Indigeniteit;Trifolium striatum L.;Gestreepte klaver;inheems
Indigeniteit;Trifolium subterraneum L.;Onderaardse klaver;inheems
Indigeniteit;Triglochin maritima L.;Schorrenzoutgras;inheems
Indigeniteit;Triglochin palustris L.;Moeraszoutgras;inheems
Indigeniteit;Trisetum flavescens (L.) Beauv.;Goudhaver;inheems
Indigeniteit;Triteleia laxa Benth.;;neofyt
Indigeniteit;Tuberaria guttata (L.) Fourr.;Gevlekt zonneroosje;inheems
Indigeniteit;Tulipa sylvestris L.;Bostulp;neofyt
Indigeniteit;Tussilago farfara L.;Klein hoefblad;inheems
Indigeniteit;Typha angustifolia L.;Kleine lisdodde;inheems
Indigeniteit;Typha latifolia L.;Grote lisdodde;inheems
Indigeniteit;Ulex europaeus L.;Gaspeldoorn;inheems
Indigeniteit;Ulmus glabra Huds.;Ruwe iep;inheems
Indigeniteit;Ulmus laevis Pallas;Fladderiep;inheems
Indigeniteit;Ulmus minor Mill.;Gladde iep;inheems
Indigeniteit;Urtica dioica L.;Grote brandnetel;inheems
Indigeniteit;Urtica urens L.;Kleine brandnetel;inheems
Indigeniteit;Utricularia australis R. Brown;Loos blaasjeskruid;inheems
Indigeniteit;Utricularia intermedia Hayne;Plat blaasjeskruid;inheems
Indigeniteit;Utricularia minor L.;Klein blaasjeskruid;inheems
Indigeniteit;Utricularia ochroleuca R. Hartm.;Bleekgeel blaasjeskruid;inheems
Indigeniteit;Utricularia vulgaris L.;Groot blaasjeskruid;inheems
Indigeniteit;Vaccaria hispanica (Mill.) Rauschert;Koekruid;inheems of archeofyt
Indigeniteit;Vaccinium myrtillus L.;Blauwe bosbes;inheems
Indigeniteit;Vaccinium oxycoccos L.;Kleine veenbes;inheems
Indigeniteit;Vaccinium uliginosum L.;Rijsbes;inheems
Indigeniteit;Vaccinium vitis-idaea L.;Rode bosbes;inheems
Indigeniteit;Valeriana dioica L.;Kleine valeriaan;inheems
Indigeniteit;Valeriana repens Host;Echte valeriaan;inheems
Indigeniteit;Valerianella carinata Loisel.;Gegroefde veldsla;archeofyt
Indigeniteit;Valerianella dentata (L.) Pollich;Getande veldsla;inheems
Indigeniteit;Valerianella locusta (L.) Laterr.;Gewone veldsla;inheems
Indigeniteit;Valerianella rimosa Bast.;Geoorde veldsla;inheems
Indigeniteit;Verbascum blattaria L.;Mottenkruid;inheems
Indigeniteit;Verbascum densiflorum Bertol.;Stalkaars;inheems
Indigeniteit;Verbascum lychnitis L.;Melige toorts;inheems
Indigeniteit;Verbascum nigrum L.;Zwarte toorts;inheems
Indigeniteit;Verbascum phlomoides L.;Keizerskaars;neofyt
Indigeniteit;Verbascum thapsus L.;Koningskaars;inheems
Indigeniteit;Verbena officinalis L.;Ijzerhard;archeofyt
Indigeniteit;Veronica acinifolia L.;Steentijmereprijs;inheems
Indigeniteit;Veronica agrestis L.;Akkerereprijs;inheems
Indigeniteit;Veronica anagallis-aquatica L.;Blauwe waterereprijs + rode waterereprijs;inheems
Indigeniteit;Veronica arvensis L.;Veldereprijs;inheems
Indigeniteit;Veronica austriaca subsp. teucrium (L.) D.A.Webb;Brede ereprijs s.s.;neofyt
Indigeniteit;Veronica beccabunga L.;Beekpunge;inheems
Indigeniteit;Veronica chamaedrys L.;Gewone ereprijs;inheems
Indigeniteit;Veronica cymbalaria Bodard;Schijnklimopereprijs;neofyt
Indigeniteit;Veronica filiformis Smith;Draadereprijs;neofyt
Indigeniteit;Veronica hederifolia L.;Klimopereprijs;inheems
Indigeniteit;Veronica longifolia L.;Lange ereprijs;archeofyt of neofyt
Indigeniteit;Veronica montana L.;Bosereprijs;inheems
Indigeniteit;Veronica officinalis L.;Mannetjesereprijs;inheems
Indigeniteit;Veronica opaca Fries;Doffe ereprijs;inheems
Indigeniteit;Veronica peregrina L.;Vreemde ereprijs;neofyt
Indigeniteit;Veronica persica Poiret;Grote ereprijs;neofyt
Indigeniteit;Veronica polita Fries;Gladde ereprijs;inheems
Indigeniteit;Veronica praecox All.;Vroege ereprijs;inheems
Indigeniteit;Veronica scutellata L.;Schildereprijs;inheems
Indigeniteit;Veronica serpyllifolia L.;Tijmereprijs;inheems
Indigeniteit;Veronica spicata L. subsp. orchidea (Crantz) Hayek;;neofyt
Indigeniteit;Veronica triphyllos L.;Handjesereprijs;inheems
Indigeniteit;Viburnum lantana L.;Wollige sneeuwbal;inheems
Indigeniteit;Viburnum opulus L.;Gelderse roos;inheems
Indigeniteit;Viburnum plicatum Thunb.;;neofyt
Indigeniteit;Vicia cracca L.;Vogelwikke;inheems
Indigeniteit;Vicia hirsuta (L.) S.F. Gray;Ringelwikke;inheems
Indigeniteit;Vicia lathyroides L.;Lathyruswikke;inheems
Indigeniteit;Vicia sativa L.;Voederwikke, vergeten wikke en smalle wikke;inheems
Indigeniteit;Vicia sepium L.;Heggenwikke;inheems
Indigeniteit;Vicia tetrasperma (L.) Schreb.;Vierzadige wikke;inheems
Indigeniteit;Vicia villosa Roth;Zachte wikke;neofyt
Indigeniteit;Vinca major L.;Grote maagdenpalm;neofyt
Indigeniteit;Vinca minor L.;Kleine maagdenpalm;inheems
Indigeniteit;Vincetoxicum hirundinaria Med.;Witte engbloem;inheems
Indigeniteit;Viola arvensis Murray;Akkerviooltje;archeofyt
Indigeniteit;Viola canina L.;Hondsviooltje;inheems
Indigeniteit;Viola curtisii E. Forster;Duinviooltje;inheems
Indigeniteit;Viola hirta L.;Ruig viooltje;inheems
Indigeniteit;Viola lactea Smith;Echt melkviooltje;inheems
Indigeniteit;Viola odorata L.;Maarts viooltje;inheems
Indigeniteit;Viola palustris L.;Moerasviooltje;inheems
Indigeniteit;Viola persicifolia Schreb.;Vals melkviooltje;inheems
Indigeniteit;Viola reichenbachiana Jord. ex Boreau;Donkersporig bosviooltje;inheems
Indigeniteit;Viola riviniana Reichenb.;Bleeksporig bosviooltje;inheems
Indigeniteit;Viola tricolor L.;Driekleurig viooltje;inheems
Indigeniteit;Viscum album L.;Maretak;inheems
Indigeniteit;Vulpia bromoides (L.) S.F. Gray;Eekhoorngras;inheems
Indigeniteit;Vulpia ciliata Dum.;Duinlangbaardgras en gewimperd langbaardgras;inheems
Indigeniteit;Vulpia ciliata Dum. subsp. ambigua (Le Gall) Stace et Auquier;Duinlangbaardgras;inheems
Indigeniteit;Vulpia fasciculata (Forssk.) Fritsch;Dicht langbaardgras;inheems of archeofyt
Indigeniteit;Vulpia membranacea (L.) Dum.;Zandlangbaardgras;inheems of archeofyt
Indigeniteit;Vulpia myuros (L.) C.C. Gmel.;Gewoon langbaardgras;inheems
Indigeniteit;Wahlenbergia hederacea (L.) Reichenb.;Klimopklokje;inheems
Indigeniteit;Wolffia arrhiza (L.) Hork. ex Wimm.;Wortelloos kroos;inheems
Indigeniteit;Wolffia columbiana H.Karst.;Columbiaanse wolffia;neofyt
Indigeniteit;Xanthium orientale L.;Grote stekelnoot;neofyt
Indigeniteit;Zannichellia palustris L.;Zannichellia;inheems
