taxonKey,acceptedScientificName,Classification,Description,n_climate,n_totaal,perc_climate
5301200,Potamogeton perfoliatus,BWh,Hot deserts climate,7,60695,1.1533075212126205e-4
5289642,Apera spica-venti,Cfc,Subpolar oceanic climate,12,39227,3.059117444617228e-4
5289642,Apera spica-venti,Csa,Hot-summer Mediterranean climate,55,39227,0.0014020954954495628
5289642,Apera spica-venti,Dwc,Monsoon-influenced subarctic climate,10,39227,2.549264537181023e-4
5301200,Potamogeton perfoliatus,BWk,Cold desert climate,17,60695,2.800889694373507e-4
5301200,Potamogeton perfoliatus,Dsc,Dry-summer regular subarctic climate,11,60695,1.812340390476975e-4
5301200,Potamogeton perfoliatus,Cwc,Cold subtropical highland climate or subpolar oceanic climate with dry winters,3,60695,4.9427465194826595e-5
5301200,Potamogeton perfoliatus,Csa,Hot-summer Mediterranean climate,74,60695,0.001219210808139056
5289642,Apera spica-venti,Dsc,Dry-summer regular subarctic climate,1,39227,2.5492645371810232e-5
5301200,Potamogeton perfoliatus,BSh,Hot semi-arid (steppe) climate,1,60695,1.6475821731608865e-5
5289642,Apera spica-venti,Dwb,Monsoon-influenced warm-summer humid continental climate,1,39227,2.5492645371810232e-5
5301200,Potamogeton perfoliatus,Dsd,Dry-summer extreme subarctic climate,1,60695,1.6475821731608865e-5
5289642,Apera spica-venti,BSk,Cold semi-arid (steppe) climate,30,39227,7.64779361154307e-4
5301200,Potamogeton perfoliatus,Aw,"Tropical savanna, wet",1,60695,1.6475821731608865e-5
3053376,Rorippa sylvestris,Cfa,Humid subtropical climate,380,39387,0.00964785335262904
3040251,Reseda luteola,Csa,Hot-summer Mediterranean climate,1753,45898,0.03819338533269424
3053376,Rorippa sylvestris,Dfa,Hot-summer humid continental climate,175,39387,0.004443090359763374
3040251,Reseda luteola,BSk,Cold semi-arid (steppe) climate,820,45898,0.01786570220924659
3040251,Reseda luteola,Cfb,Temperate oceanic climate,38018,45898,0.828314959257484
3053376,Rorippa sylvestris,Dfb,Warm-summer humid continental climate,6051,39387,0.15362937009673241
3040251,Reseda luteola,Cfa,Humid subtropical climate,465,45898,0.010131160399145932
3053376,Rorippa sylvestris,Cfb,Temperate oceanic climate,30374,39387,0.7711681519283012
3053376,Rorippa sylvestris,Dfc,Subarctic climate,1253,39387,0.03181252697590575
3040251,Reseda luteola,ET,Tundra,24,45898,5.228986012462416e-4
3053376,Rorippa sylvestris,NA,NA,83,39387,0.002107294284916343
3053376,Rorippa sylvestris,Csb,Warm-summer Mediterranean climate,216,39387,0.005484042958336507
3040251,Reseda luteola,NA,NA,394,45898,0.008584252037125801
3040251,Reseda luteola,Csb,Warm-summer Mediterranean climate,666,45898,0.014510436184583206
3040251,Reseda luteola,BSh,Hot semi-arid (steppe) climate,69,45898,0.0015033334785829447
3040251,Reseda luteola,Dfc,Subarctic climate,82,45898,0.0017865702209246591
3040251,Reseda luteola,Cfc,Subpolar oceanic climate,62,45898,0.001350821386552791
3053376,Rorippa sylvestris,Csa,Hot-summer Mediterranean climate,589,39387,0.014954172696575013
3040251,Reseda luteola,Dfb,Warm-summer humid continental climate,2883,45898,0.06281319447470478
3040251,Reseda luteola,BWk,Cold desert climate,16,45898,3.4859906749749447e-4
3040251,Reseda luteola,Cwa,Monsoon-influenced humid subtropical climate,19,45898,4.1396139265327466e-4
3053376,Rorippa sylvestris,Dsb,"Warm, dry-summer continental climate",16,39387,4.0622540432122274e-4
3053376,Rorippa sylvestris,Dwa,Monsoon-influenced hot-summer humid continental climate,3,39387,7.616726331022927e-5
3053376,Rorippa sylvestris,ET,Tundra,86,39387,0.002183461548226572
3053376,Rorippa sylvestris,Cfc,Subpolar oceanic climate,98,39387,0.0024881306014674894
3053376,Rorippa sylvestris,Dsc,Dry-summer regular subarctic climate,3,39387,7.616726331022927e-5
3040251,Reseda luteola,Dfa,Hot-summer humid continental climate,3,45898,6.53623251557802e-5
3040251,Reseda luteola,Af,Tropical rainforest climate,1,45898,2.1787441718593404e-5
3040251,Reseda luteola,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,583,45898,0.012702078521939953
3040251,Reseda luteola,BWh,Hot deserts climate,30,45898,6.536232515578021e-4
3040251,Reseda luteola,Dsb,"Warm, dry-summer continental climate",8,45898,1.7429953374874723e-4
3040251,Reseda luteola,Dsc,Dry-summer regular subarctic climate,1,45898,2.1787441718593404e-5
3053376,Rorippa sylvestris,BSk,Cold semi-arid (steppe) climate,56,39387,0.0014217889151242795
3040251,Reseda luteola,Aw,"Tropical savanna, wet",1,45898,2.1787441718593404e-5
3053376,Rorippa sylvestris,BWk,Cold desert climate,3,39387,7.616726331022927e-5
3053376,Rorippa sylvestris,Dwb,Monsoon-influenced warm-summer humid continental climate,1,39387,2.538908777007642e-5
5328882,Sagittaria sagittifolia,Cfa,Humid subtropical climate,87,51922,0.0016755903085397326
5702572,Crepis vesicaria,Cfb,Temperate oceanic climate,25402,37633,0.6749926925836367
5328882,Sagittaria sagittifolia,Dfc,Subarctic climate,2313,51922,0.04454759061669427
5328882,Sagittaria sagittifolia,Cfb,Temperate oceanic climate,41402,51922,0.7973883902777242
5328882,Sagittaria sagittifolia,Dfb,Warm-summer humid continental climate,7938,51922,0.15288317091021147
5403709,Crepis vesicaria,Csb,Warm-summer Mediterranean climate,1200,37633,0.031886907767119284
5328882,Sagittaria sagittifolia,Csa,Hot-summer Mediterranean climate,48,51922,9.244636185046801e-4
5702579,Crepis vesicaria,Cfa,Humid subtropical climate,657,37633,0.017458082002497807
5702579,Crepis vesicaria,Csa,Hot-summer Mediterranean climate,4928,37633,0.1309489012303032
5328882,Sagittaria sagittifolia,Dfa,Hot-summer humid continental climate,32,51922,6.1630907900312e-4
5702579,Crepis vesicaria,Dfb,Warm-summer humid continental climate,1664,37633,0.04421651210373874
7483643,Crepis vesicaria,NA,NA,289,37633,0.007679430287247894
5328882,Sagittaria sagittifolia,Af,Tropical rainforest climate,2,51922,3.8519317437695e-5
7483643,Crepis vesicaria,Cfc,Subpolar oceanic climate,35,37633,9.300348098743124e-4
5702572,Crepis vesicaria,BSk,Cold semi-arid (steppe) climate,3228,37633,0.08577578189355087
5328882,Sagittaria sagittifolia,NA,NA,19,51922,3.659335156581025e-4
5403709,Crepis vesicaria,Dfc,Subarctic climate,136,37633,0.0036138495469401856
5328882,Sagittaria sagittifolia,BSk,Cold semi-arid (steppe) climate,32,51922,6.1630907900312e-4
5702572,Crepis vesicaria,ET,Tundra,35,37633,9.300348098743124e-4
5328882,Sagittaria sagittifolia,As,Tropical dry savanna climate,1,51922,1.92596587188475e-5
5328882,Sagittaria sagittifolia,Cwa,Monsoon-influenced humid subtropical climate,15,51922,2.8889488078271254e-4
5328882,Sagittaria sagittifolia,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,6,51922,1.1555795231308502e-4
5328882,Sagittaria sagittifolia,Csb,Warm-summer Mediterranean climate,4,51922,7.703863487539e-5
5702572,Crepis vesicaria,BWh,Hot deserts climate,35,37633,9.300348098743124e-4
5702572,Crepis vesicaria,BWk,Cold desert climate,12,37633,3.1886907767119283e-4
5328882,Sagittaria sagittifolia,Dwa,Monsoon-influenced hot-summer humid continental climate,4,51922,7.703863487539e-5
5328882,Sagittaria sagittifolia,Dwc,Monsoon-influenced subarctic climate,6,51922,1.1555795231308502e-4
5328882,Sagittaria sagittifolia,ET,Tundra,2,51922,3.8519317437695e-5
5328882,Sagittaria sagittifolia,Dwb,Monsoon-influenced warm-summer humid continental climate,6,51922,1.1555795231308502e-4
5702579,Crepis vesicaria,Aw,"Tropical savanna, wet",1,37633,2.657242313926607e-5
5328882,Sagittaria sagittifolia,Aw,"Tropical savanna, wet",2,51922,3.8519317437695e-5
5702572,Crepis vesicaria,BSh,Hot semi-arid (steppe) climate,10,37633,2.657242313926607e-4
5403709,Crepis vesicaria,Dsb,"Warm, dry-summer continental climate",1,37633,2.657242313926607e-5
5328882,Sagittaria sagittifolia,BWk,Cold desert climate,3,51922,5.777897615654251e-5
2925303,Lantana camara,Cfa,Humid subtropical climate,19669,54136,0.36332569824146593
4085442,Lantana camara,Af,Tropical rainforest climate,2113,54136,0.039031328505984925
6027328,Chaerophyllum hirsutum,Dfc,Subarctic climate,2911,34269,0.0849455776357641
2925303,Lantana camara,Am,Tropical monsoon climate,2700,54136,0.04987439042411704
6027328,Chaerophyllum hirsutum,Cfb,Temperate oceanic climate,18960,34269,0.5532697189880067
6027328,Chaerophyllum hirsutum,Csb,Warm-summer Mediterranean climate,100,34269,0.0029180892351688115
2925303,Lantana camara,Cfb,Temperate oceanic climate,3597,54136,0.06644377124279592
2925303,Lantana camara,NA,NA,1093,54136,0.020189892123540713
6027328,Chaerophyllum hirsutum,Dfb,Warm-summer humid continental climate,11291,34269,0.32948145554291053
2925303,Lantana camara,As,Tropical dry savanna climate,227,54136,0.004193143194916506
7396677,Lantana camara,Aw,"Tropical savanna, wet",10246,54136,0.18926407566129747
2925303,Lantana camara,Csa,Hot-summer Mediterranean climate,4713,54136,0.0870585192847643
6027328,Chaerophyllum hirsutum,ET,Tundra,941,34269,0.027459219702938516
2925303,Lantana camara,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,1799,54136,0.033231121619624646
2925303,Lantana camara,Cwa,Monsoon-influenced humid subtropical climate,3317,54136,0.06127161223585045
6027328,Chaerophyllum hirsutum,NA,NA,8,34269,2.3344713881350492e-4
2925303,Lantana camara,BSh,Hot semi-arid (steppe) climate,2175,54136,0.040176592286094284
2925303,Lantana camara,Dwb,Monsoon-influenced warm-summer humid continental climate,1,54136,1.847199645337668e-5
2925303,Lantana camara,Csb,Warm-summer Mediterranean climate,725,54136,0.013392197428698094
2925303,Lantana camara,BWh,Hot deserts climate,325,54136,0.0060033988473474215
6027328,Chaerophyllum hirsutum,Csa,Hot-summer Mediterranean climate,13,34269,3.7935160057194547e-4
2925303,Lantana camara,Dfb,Warm-summer humid continental climate,178,54136,0.0032880153687010493
2925303,Lantana camara,BSk,Cold semi-arid (steppe) climate,1123,54136,0.020744052017142012
2925303,Lantana camara,Dwa,Monsoon-influenced hot-summer humid continental climate,3,54136,5.541598936013004e-5
2925303,Lantana camara,BWk,Cold desert climate,42,54136,7.758238510418206e-4
6027328,Chaerophyllum hirsutum,Cfc,Subpolar oceanic climate,37,34269,0.0010796930170124603
6027328,Chaerophyllum hirsutum,Cfa,Humid subtropical climate,5,34269,1.4590446175844057e-4
2925303,Lantana camara,Cwc,Cold subtropical highland climate or subpolar oceanic climate with dry winters,2,54136,3.694399290675336e-5
2925303,Lantana camara,Dwc,Monsoon-influenced subarctic climate,1,54136,1.847199645337668e-5
2925303,Lantana camara,Dfa,Hot-summer humid continental climate,53,54136,9.79015812028964e-4
2925303,Lantana camara,ET,Tundra,29,54136,5.356878971479237e-4
2925303,Lantana camara,Dfc,Subarctic climate,5,54136,9.23599822668834e-5
6027328,Chaerophyllum hirsutum,Dsb,"Warm, dry-summer continental climate",2,34269,5.836178470337623e-5
6027328,Chaerophyllum hirsutum,BSk,Cold semi-arid (steppe) climate,1,34269,2.9180892351688115e-5
5275316,Thelypteris palustris,Cfb,Temperate oceanic climate,18597,36473,0.5098840237984262
5275316,Thelypteris palustris,Cfa,Humid subtropical climate,1895,36473,0.05195624160337784
5275316,Thelypteris palustris,ET,Tundra,14,36473,3.8384558440490225e-4
2687927,Equisetum hyemale,Cfb,Temperate oceanic climate,12083,45073,0.26807623189048874
5275316,Thelypteris palustris,Dfb,Warm-summer humid continental climate,12554,36473,0.3441998190442245
2687927,Equisetum hyemale,Dwb,Monsoon-influenced warm-summer humid continental climate,117,45073,0.0025957890533135136
2687917,Equisetum hyemale,Dfc,Subarctic climate,7287,45073,0.16167106693585961
2687927,Equisetum hyemale,Csa,Hot-summer Mediterranean climate,430,45073,0.009540079426707785
2687927,Equisetum hyemale,Dfb,Warm-summer humid continental climate,17578,45073,0.3899895724713243
6387033,Equisetum hyemale,Dfa,Hot-summer humid continental climate,1832,45073,0.040645175604020145
8197409,Equisetum hyemale,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,221,45073,0.004903157100703303
7455200,Thelypteris palustris,Aw,"Tropical savanna, wet",42,36473,0.0011515367532147068
2687927,Equisetum hyemale,ET,Tundra,769,45073,0.017061211811949504
6387032,Equisetum hyemale,NA,NA,131,45073,0.002906396290462139
2687927,Equisetum hyemale,Cfc,Subpolar oceanic climate,224,45073,0.004969715794378009
5275316,Thelypteris palustris,Dfc,Subarctic climate,764,36473,0.02094700189181038
8197409,Equisetum hyemale,Cfa,Humid subtropical climate,1639,45073,0.036363232977614096
5275316,Thelypteris palustris,NA,NA,164,36473,0.004496476845885998
5275316,Thelypteris palustris,Csa,Hot-summer Mediterranean climate,194,36473,0.005319003098182217
4000419,Equisetum hyemale,Csb,Warm-summer Mediterranean climate,1242,45073,0.02755529918132807
5275316,Thelypteris palustris,Csb,Warm-summer Mediterranean climate,34,36473,9.321964192690483e-4
5275316,Thelypteris palustris,Dwa,Monsoon-influenced hot-summer humid continental climate,208,36473,0.00570284868258712
2687927,Equisetum hyemale,Dwa,Monsoon-influenced hot-summer humid continental climate,38,45073,8.430767865462694e-4
5275316,Thelypteris palustris,Dfa,Hot-summer humid continental climate,1770,36473,0.048529048885476926
8197409,Equisetum hyemale,BSk,Cold semi-arid (steppe) climate,606,45073,0.013444856122290506
2687927,Equisetum hyemale,Dsb,"Warm, dry-summer continental climate",200,45073,0.004437246244980366
6387033,Equisetum hyemale,Cwa,Monsoon-influenced humid subtropical climate,44,45073,9.761941738956803e-4
2687927,Equisetum hyemale,Dwc,Monsoon-influenced subarctic climate,297,45073,0.006589310673795842
2687927,Equisetum hyemale,Dsc,Dry-summer regular subarctic climate,132,45073,0.002928582521687041
5275316,Thelypteris palustris,Dwc,Monsoon-influenced subarctic climate,35,36473,9.596139610122557e-4
5275316,Thelypteris palustris,Dwb,Monsoon-influenced warm-summer humid continental climate,39,36473,0.0010692841279850848
5275316,Thelypteris palustris,Cwa,Monsoon-influenced humid subtropical climate,50,36473,0.0013708770871603652
8197409,Equisetum hyemale,BSh,Hot semi-arid (steppe) climate,34,45073,7.543318616466621e-4
8197409,Equisetum hyemale,BWh,Hot deserts climate,14,45073,3.1060723714862557e-4
5275316,Thelypteris palustris,Am,Tropical monsoon climate,10,36473,2.7417541743207305e-4
2687927,Equisetum hyemale,BWk,Cold desert climate,56,45073,0.0012424289485945023
5275316,Thelypteris palustris,BSk,Cold semi-arid (steppe) climate,87,36473,0.0023853261316590353
2687927,Equisetum hyemale,Af,Tropical rainforest climate,7,45073,1.5530361857431278e-4
2687927,Equisetum hyemale,Aw,"Tropical savanna, wet",74,45073,0.0016417811106427351
5275316,Thelypteris palustris,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,4,36473,1.0967016697282921e-4
5275316,Thelypteris palustris,BWk,Cold desert climate,3,36473,8.225262522962191e-5
2687927,Equisetum hyemale,EF,Ice cap climate,3,45073,6.655869367470548e-5
8197409,Equisetum hyemale,Am,Tropical monsoon climate,12,45073,2.662347746988219e-4
5275316,Thelypteris palustris,Cfc,Subpolar oceanic climate,6,36473,1.6450525045924382e-4
8197409,Equisetum hyemale,As,Tropical dry savanna climate,3,45073,6.655869367470548e-5
5667162,Thelypteris palustris,Af,Tropical rainforest climate,2,36473,5.4835083486414606e-5
5275316,Thelypteris palustris,Dsc,Dry-summer regular subarctic climate,1,36473,2.7417541743207303e-5
6371424,Rhamnus alaternus,Csb,Warm-summer Mediterranean climate,3296,32534,0.10130939939755333
6371424,Rhamnus alaternus,Cfb,Temperate oceanic climate,4859,32534,0.14935144771623532
6371424,Rhamnus alaternus,Csa,Hot-summer Mediterranean climate,15137,32534,0.4652671051822709
6371424,Rhamnus alaternus,Cfa,Humid subtropical climate,1521,32534,0.046751091166164625
6371424,Rhamnus alaternus,Dfc,Subarctic climate,14,32534,4.3031905083912216e-4
6371424,Rhamnus alaternus,BSk,Cold semi-arid (steppe) climate,7138,32534,0.21940124177783243
6371424,Rhamnus alaternus,BWh,Hot deserts climate,21,32534,6.454785762586832e-4
6371424,Rhamnus alaternus,NA,NA,403,32534,0.012387041249154731
6371424,Rhamnus alaternus,Aw,"Tropical savanna, wet",1,32534,3.07370750599373e-5
6371424,Rhamnus alaternus,BSh,Hot semi-arid (steppe) climate,26,32534,7.991639515583697e-4
6371424,Rhamnus alaternus,Cfc,Subpolar oceanic climate,4,32534,1.229483002397492e-4
6371424,Rhamnus alaternus,ET,Tundra,2,32534,6.14741501198746e-5
6371424,Rhamnus alaternus,Dfb,Warm-summer humid continental climate,65,32534,0.0019979098788959243
6371424,Rhamnus alaternus,Dfa,Hot-summer humid continental climate,1,32534,3.07370750599373e-5
6371424,Rhamnus alaternus,BWk,Cold desert climate,35,32534,0.0010757976270978054
6371424,Rhamnus alaternus,Dsb,"Warm, dry-summer continental climate",11,32534,3.3810782565931027e-4
2869101,Calla palustris,Dfc,Subarctic climate,11530,40947,0.28158351039148166
2869101,Calla palustris,Dsc,Dry-summer regular subarctic climate,84,40947,0.002051432339365521
2869101,Calla palustris,Cfb,Temperate oceanic climate,9846,40947,0.24045717634991576
2869101,Calla palustris,Dfb,Warm-summer humid continental climate,18901,40947,0.4615966981708062
2869101,Calla palustris,Dfa,Hot-summer humid continental climate,301,40947,0.007350965882726451
2869101,Calla palustris,NA,NA,145,40947,0.003541162966761912
2869101,Calla palustris,Dwb,Monsoon-influenced warm-summer humid continental climate,25,40947,6.105453390968813e-4
2869101,Calla palustris,ET,Tundra,7,40947,1.7095269494712677e-4
2869101,Calla palustris,Cfa,Humid subtropical climate,17,40947,4.151708305858793e-4
2869101,Calla palustris,Dwa,Monsoon-influenced hot-summer humid continental climate,2,40947,4.884362712775051e-5
2869101,Calla palustris,Dwc,Monsoon-influenced subarctic climate,62,40947,0.0015141524409602656
2869101,Calla palustris,Dfd,Extremely cold subarctic climate,9,40947,2.197963220748773e-4
2869101,Calla palustris,Csa,Hot-summer Mediterranean climate,4,40947,9.768725425550101e-5
